Permittee,Site Name,Site Address,MCD,County,FID,FIN,Permit,DNR Region,Status
M C C Inc Drephal Quarry,M C C Inc Drephal Quarry,Drephal Quarry HWY 47 and Brugger Rd,BLACK CREEK - T,Outagamie,445001700,15957,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Freedom Quarry,M C C Inc Freedom Quarry,"HWY C, Section16,17,20,21 T22N R18E",FREEDOM - T,Outagamie,,71568,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Hooyman Split Rock,M C C Inc Hooyman Split Rock,Hwy 45,FAIRBANKS - T,Shawano,459019880,21325,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Kaukauna Quarry,M C C Inc Kaukauna Quarry,421 Plank Road,KAUKAUNA - C,Outagamie,445126990,8120,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Kettner Quarry,M C C Inc Kettner Quarry,Kettner Quarry N4012 Kelly Road,SHIOCTON - V,Outagamie,445002140,15972,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Kirschner Pit,M C C Inc Kirschner Pit,Kirchner Pit Kirschner Road,SHIOCTON - V,Outagamie,445002250,15974,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Klegen Pit,M C C Inc Klegen Pit,Klegen Pit Fuhs Road,MANAWA - C,Waupaca,469000950,15973,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Larsen Quarry,MCC Larsen Quarry,NE 1/4 NW 1/4 S19 T20N R16E,CLAYTON - T,Winnebago,471160580,26171,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Mackville Quarry,M C C Inc Mackville Quarry,W5070 Quarry Road,APPLETON - C,Outagamie,445002910,15073,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Medina Wash Plant,M C C Inc Medina Wash Plant,Medina Wash Plant,HORTONVILLE - V,Outagamie,445001810,15958,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Ott Road,M C C Inc Ott Road,Ott Road,BLACK CREEK - T,Outagamie,445001920,15967,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Readfield Quarry,M C C Inc Readfield Quarry,Hwy W and Guhl Road,CALEDONIA - T,Waupaca,469000840,15989,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Rock Rd Quarry,M C C Inc Rock Rd Quarry,Rock Road,CENTER - T,Outagamie,445003020,3022,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Ruekerts,M C C Inc Ruekerts,S Highline Road,HARTLAND - T,Shawano,459020210,21638,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Seymour Quarry,M C C Inc Seymour Quarry,Seymour Quarry Hwy 54,SEYMOUR - T,Outagamie,445002030,15971,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Split Rock,M C C Inc Split Rock,Kersten Road,FAIRBANKS - T,Shawano,459018780,15968,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Winchester Quarry,M C C Inc Winchester Quarry,County M,WINCHESTER - T,Winnebago,471001630,15988,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc. - Readfield North Quarry,Readfield North Quarry,Hwy W & Guhl Rd,CALEDONIA - T,Waupaca,469018220,25186,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M&M Property Investments LLC/Nelson Diesel and Dozing,Bondelli Quarry,N24757 Linrude Rd,ARCADIA - T,Trempealeau,662074600,66410,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
M.T. Rock - Schoville Quarry,Schoville Quarry,S5521 Hwy 14,STERLING - T,Vernon,663003990,19372,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
MANN BROS INC,MANN BROS INC - JACOBSEN PIT,SUGAR CK ROAD-.5 MI WEST OF CTH O,SUGAR CREEK - T,Walworth,265002540,19826,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
MANN BROS. INC,MANN BROS. INC - WINKLER PIT,7121 McHENRY ST- CO HWY P,BURLINGTON - T,Racine,252261020,41203,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
MCC Crivitz Ready Mix-Klaver Pit,MCC Crivitz Klaver Pit,"NE1/4, NE1/4, Section 29, T31N, R21E",LAKE - T,Marinette,,30106,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
MCC Inc,MCC Inc - Mattrisch Pit,County Road P,-,Marinette,438076430,65773,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
MCC Inc,River Road Pit,Riverview Road,BEAVER - T,Marinette,,65801,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
MDS Dairy,MDS Dairy,Kansas Ave.,LEON - T,Monroe,642069010,43105,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
MDS Dairy II,MDS Dairy II,Bethesda Rd.,CHRISTIANA - T,Vernon,663056130,43103,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
MILESTONE MATERIALS,Agard Pit,"T37N,R17W,S21",WEST SWEDEN - T,Polk,,25778,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
MILESTONE MATERIALS,KAFKA GRANITE PLANT SITE,"NW1/4, NE1/4, SEC 3, T27N, R3E",EAU PLEINE - T,Marathon,,32709,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
MMG Sales & Service LLC,MMG Sales & Service LLC,4535 W Mitchell,MILWAUKEE - C,Milwaukee,241007250,1185,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
MT Rock Inc.,Gianoli Quarry,S4963 Mound Ridge Road,GENOA - T,Vernon,,53142,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Maas Living Trust,Maas Pit,W2902 Pernot Lane (south of salvage yard),EXETER - T,Green,123039840,33001,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Madison Crushing & Excavating,Reiner Rd Quarry,5185 Reiner Rd,BURKE - T,Dane,113324860,22465,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Madison Crushing & Excavating,West Pit,Nelson Rd,SUN PRAIRIE - T,Dane,113324970,22467,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Madison Crushing and Excavating Co Inc,Madison Crushing and Excavating Poynette Quarry,Arlington,ARLINGTON - V,Columbia,111036530,19349,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Madison Rock & Sand LLC Milwaukee St Quarry,Madison Rock & Sand LLC Milwaukee St Quarry,5709 Milwaukee St,MADISON - C,Dane,113352800,2906,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Madison Sand & Gravel,Dover Woods (Pit # 2),Town Rd & Hwy 19,SUN PRAIRIE - T,Dane,113326290,22780,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Madison Sand & Gravel,Kelley Pit,7662 Hwy I,VIENNA - T,Dane,113326620,22783,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Madison Sand & Gravel,Endres Pit,7547 Hwy V,DANE - T,Dane,113326730,22784,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Madison Sand & Gravel,Nordness Pit 2,Hwy V,VIENNA - T,Dane,113326510,22782,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Madison Sand & Gravel Breggeman Pit,Madison Sand & Gravel Breggeman Pit,5626 Cty Tk V,DE FOREST - V,Dane,,37189,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
"Madison Sand & Gravel Co., Inc - Ripp Pit",Ripp Pit,6828 Old 113 Road,VIENNA - T,Dane,,40881,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
"Madison Sand & Gravel Co., Inc.",Norway Grove School Road Pit,5349 Norway Grove School Rd,VIENNA - T,Dane,113237740,3057,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Madison Sand & Gravel Ripp Pit,Madison Sand & Gravel Koltes Pit,7023 County Truck I,DE FOREST - V,Dane,,37191,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Madison Sand and Gravel,Harris Pit,5061 Hahn Road,VIENNA - T,Dane,113421440,62894,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Mandt Sandfill,Mandt Sandfill Pit,2079 CTH MM,FITCHBURG - C,Dane,113325410,22491,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Manitowoc County Highway,Manitowoc County Highway,3500 STH 310,MANITOWOC - C,Manitowoc,,56632,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
MarLowe Anderson,Gilman Pit,"SE 1/4, NW1/4, Sec. 23, T27N, R16W",GILMAN - T,Pierce,648004610,22536,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Marathon County- Rib Falls Pit,Rib Falls Gravel Pit,"SE 1/4, Sec. 21, T 29N, R 05E",RIB FALLS - T,Marathon,,31668,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Marcks Trucking & Excavating Deerview Rd Pit,Marcks Trucking & Excavating Deerview Rd Pt,SE 1/4 SE 1/4 S22 T24N R16E,MAINE - T,Outagamie,445157020,28600,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marcks Trucking & Excavating-Bohm Pit,Bohm Pit,"NW1/4, NW1/4, Section 33, T25N, R16E",NAVARINO - T,Shawano,,30201,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marinette County Forestry Department,Marinette Co Forestry Department,East Thompson Lane North,-,Marinette,,66911,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marinette County Forestry Department,Marinette Co Forestry Department,Forest Road,-,Marinette,,66912,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marinette County Forestry Department,Marinette Co Forestry Department,Long Lake Road,-,Marinette,,66977,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marinette County Forestry Department,Marinette Co Forestry Department,Right of Way Road,-,Marinette,,66978,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marinette County Forestry Department,Marinette Co Forestry Department,South Lane,-,Marinette,,66979,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marinette County Forestry Department,Marinette Co Forestry Department,West Cataline Road,-,Marinette,,66899,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marinette County Forestry Department,Marinette Co. Forestry Department,Forest Road 533,-,Marinette,,66895,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marinette County Forestry Department,Marinette County Forestry Department,Forest Road 1006,-,Marinette,,66898,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marinette County Forestry Department,Marinette County Forestry Department,Forest Road 1801and Holmes Creek Road,-,Marinette,,66893,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marinette County Forestry Department,Marinette County Forestry Department,Parkway Road,-,Marinette,,66894,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marion Aggregate LLC,Dupont Facility,T25N R13E S5 NW and NE 1/4,WAUPACA - C,Waupaca,,38968,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marion J Homann,Homann Pit #26,"N7379 State Highway 89, Lake Mills, WI",WATERLOO - T,Jefferson,128131080,42051,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Marion J Homann,Homann Pit #29,"STH 89, Lake Mills, WI",LAKE MILLS - T,Jefferson,128131190,65503,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Mark Kolbe,Mark Kolbe,978 Whippoorwill Road,MARATHON - T,Marathon,,58293,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Mark Kolbe - Pond Pit,Mark Kolbe - Pond Pit,SE SE Sec 2 T28N R6E,MARATHON - T,Marathon,737076340,17998,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Mark Rasmussen Excavating Inc,Mark Rasmussen Excavating Pit,SE NE & NE NE Sec 24 T43N R8W,CABLE - T,Bayfield,,50765,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Mark Rivera - Site #1 Pit,Mark Rivera - Site #1 Pit,T19N R09W Sec26 SW,TREMPEALEAU - T,Trempealeau,662005630,21747,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Mark S Mlsna,Mlsna Sandpit,"Cty Hwy X - Sec. 24, T 16 N, R 4 W",LEON - T,Monroe,642024130,37068,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Mark Stroik,Forest Haven subdivison pit,NE SE S6 T27N R8E,- V,Marathon,,46590,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Mark W Erickson,Silver Lake Pit,"T36N, R12W, Sec. 31",BEAR LAKE - T,Barron,,38452,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Marnan LLC,Town of Cumberland Pit,SW SW Sec 32 T36 R13W,-,Barron,603116360,58913,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Marnan LLC,City of Cumberland pit #37,668 24 1/2 Ave,CUMBERLAND - C,Barron,,59557,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Marquette County Highway Department,Richards Pit,Hwy 22 and Evergreen Lane,SHIELDS - T,Marquette,,60330,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marshall Exc and Septic Installation Inc,Old Brickner Pit,Hwy 32,MOUNTAIN - T,Oconto,,69695,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marshall Exc and Septic Installation Inc Jean S Marshall Tr,County F Pit,County Road F,LAKEWOOD - T,Oconto,,69694,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marshall Exc and Septic Installation Inc Jean S Marshall Tr,Old Bailey Pit,Pit Road off Burnt Pine Road,LAKEWOOD - T,Oconto,,69693,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Marvin & Lori Sloper,Sloper Pit,NE NE Sec.15 T35N R18W,CENTURIA - V,Polk,,58783,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Mary Karnosh,Karnosh Pit,"T38N,R1E,Sec.31",WORCESTER - T,Price,,39955,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Mary Roble - Sand Pit,Willam Tomcek Sand Pit,4102 Pine Ridge Ln,SCHOFIELD - C,Marathon,737195580,20645,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Mary Schmidt,Schmidt Pit,W7733 Hwy 64 Antigo,POLAR - T,Langlade,,58644,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Mashuda Contractors Inc,Tracy Bros LLC,SW SW S16 T10N R15E,CLYMAN - V,Dodge,,48596,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
MasterCare Services LLC,MasterCare Services Pit,"T41N,R1W,S24",AGENDA - T,Ashland,,34304,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Mathwig Excavating,Hanson Pit,9566 County Rd HH,WOLF RIVER - T,Winnebago,,26339,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Mathy Construction Co,American Materials-Plant 22/Emmerich Quarry,"Sec. 10, t 27N, R 07E",KRONENWETTER - T,Marathon,,25830,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Max Peterson,Donners Pit,"Pine Ridge Ave, SW NW Sec 8 T31N R7E",PINE RIVER - T,Lincoln,735042990,59496,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Mayville Limestone Inc,Mayville Limestone Inc,W2848 STH 33 S1 T11N R16E,MAYVILLE - C,Dodge,114011150,18457,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
McCoys Gravel and Excavating LLC,McCoy`s Gravel Pit,3996 STH 101,FLORENCE - T,Florence,419007600,63019,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
McKeefry & Sons - McGillivary Quarry,McGillivray Quarry,T25N R18E Sec14&23 NE NW - W729 STH 29,MAPLE GROVE - T,Shawano,459021200,25160,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
McKeefry & Sons Inc,Hylock - North Road Pit,"North Road, Suamico",SUAMICO - V,Brown,,28654,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
McKeefry and Sons,Maple Grove Quarry,1051 State Hwy 32,MAPLE GROVE - T,Shawano,459031650,53052,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
McKeefry and Sons Inc,Chase Pit,Gohr Road,CHASE - T,Oconto,,69847,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
McKinley Township,McKinley Town Pit,Bridge Drive NE SE Sec 13 T33N R4W,MCKINLEY - T,Taylor,,28756,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
McLain Logging,McLain Logging,Turtle Creek Road - SE SW SEC1 T39N R17E,FERN - T,Florence,,59818,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Meise Construction,Meise Construction Ringelsetter Sand Pit,"E5098 Jones Rd, Spring Green, WI",SPRING GREEN - T,Sauk,157124880,66867,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Melanie Hatten,Hatten Pit,Sec.3 T35N R17W,-,Polk,,58850,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Mellen City,Mellen City Sand Pit,"T45N, R2W, S5",MELLEN - C,Ashland,802025290,34341,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Menard Inc,Midwest Manufacturing Pit,Alter Rd,UNION - T,Eau Claire,,65214,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Menno Mast Jr.,Mast Pit,N4972 State Hwy 117,BONDUEL - V,Shawano,,37885,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Menno Mast Jr.-Sand Pit,Sand Pit,"NW1/4, SW1/4, Sec.33, T27N, R17E",LESSOR - T,Shawano,,25297,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Mercer Town of,Town of Mercer Gravel Pit,NE NE Sec 1 T42N R3E,MERCER - T,Iron,,59652,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Merrill Gravel & Construction,W Pit,"River View Ave, Merrill",PINE RIVER - T,Lincoln,,58788,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Merrill Gravel & Construction Inc,Pine Ridge Pit,Pine Ridge Ave; NW SW Sec 8 T31N R7E,PINE RIVER - T,Lincoln,,48169,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Mertens Sand and Gravel LLC,Mertens Sand and Gravel LLC,1899 High Road,BRUSSELS - T,Door,415041220,59590,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Meteor Township,Zesiger pit #196,1440 CTH C,EXELAND - V,Sawyer,,59318,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Metzler Farms LLC,Sand Tower Acres,5207 Algoma Road,GREEN BAY - T,Brown,405211620,37698,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Meverden Materials Inc,Hwy HH Pit,Hwy HH,HARRISON - T,Marathon,737007370,10127,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Meverden Materials Inc,Bergman Pit,"T33N, R7E, S36",BIRCH - T,Lincoln,,45450,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Meverden Materials Inc,Damitz Pit,"NE1/4, NE1/4, Sec 33, T30N, R10E",HARRISON - T,Marathon,,42718,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Meverden Materials Inc,Engel Pit,SW NE S31 T33N R7E,BIRCH - T,Lincoln,,26845,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Meverden Materials Inc,Hwy Z Pit,"SE SW, Sec 18, T29N, R10E",PLOVER - T,Marathon,,36062,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Meverden Materials Inc,Rib Mountain Pit,"N1/2, S1/2, Sec 19, T28N, R7E",WAUSAU - T,Marathon,,36021,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Meverden Materials Inc.,Bergman Pit,SW SW Sec 2 T33N R9E,SUMMIT - T,Langlade,,58712,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Meverden Materials Inc.,Brookside Pit,NE NW Sec 19 T30N R11E,ROLLING - T,Langlade,,58710,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Meverden Materials Inc.,Rolling Stone Pit,SE SE Sec 10 T34N R12E,AINSWORTH - T,Langlade,,58711,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"Meverden Materials, Inc",Gunderson Pit,"N1/2, NE1/4, Sec 32, T30N, R10E",NORRIE - T,Marathon,737220110,37666,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Meyer Excavating,Emerald Pit (Meyer Pit),"Sec. 32, T31N, R15W",FOREST - T,St. Croix,656055400,22521,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Meyer Material Co - Dyer Lake Pit #34,Meyer Material Co - Dyer Lake Pit #34,4111 392ND AVE,WHEATLAND - T,Kenosha,230174450,10158,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
Michael A. and Julie A. Tully LLC,Krause Sand Pit,Hwy 162,STODDARD - V,Vernon,663004210,19379,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Michael Barlament,Barlament Industrial Site,E. Deerfield Avenue,HOWARD - V,Brown,405234940,50627,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Michael Beck,Jeff Reichoff Property,"SW1/4, Sec 10, T21N, R5W",-,Jackson,627061490,42867,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Michael Beck,John Schwartz Property,"SW1/4, Sec 10, T21N, R6W",-,Jackson,,42865,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Michael Dresel - Pit,Michael Dresel Pit,T30N R7W Sec 31,EAGLE POINT - T,Chippewa,609019510,21450,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Michael J Kenowski - Pit,Kenowski Pit - Rolling Acres Farm,W4247 CTH H,YORK - T,Clark,610019410,20907,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
